travelCode,User_ID,Departure,Arrival,Assigned Hotel,Stars,Check-in Date,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Cost per Night,Amenities,Days of Stay,Total Cost,Check-Out Date
95221,940,Navi Mumbai,Jamshedpur,The Boulevard Hotel,2,2021-11-25,Deluxe,2552.0,1,1,1,2552.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",2,5104.0,2021-11-27
95230,940,Dhubri,Dehradun,Hotel Abhinandan,1,2022-01-27,Suite,2968.0,3,0,2,5936.0,"['Wi-Fi', 'Parking']",4,23744.0,2022-01-31
95235,940,Visakhapatnam,Udaipur,Hotel Dream Palace,1,2022-03-03,Suite,1684.0,3,3,3,5052.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,10104.0,2022-03-05
95236,940,Indore,Chandigarh,Hotel Oyster,2,2022-03-10,Suite,4419.0,1,1,1,4419.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,26514.0,2022-03-16
95237,940,Raigarh,Prayagraj,Grand Continental Hotel,4,2022-03-17,Executive,8196.0,3,2,3,24588.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,24588.0,2022-03-18
95239,940,Ahmedabad,Vadodara,Hampton by Hilton Vadodara,3,2022-03-31,Suite,5878.0,1,2,1,5878.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",4,23512.0,2022-04-04
95244,940,Nashik,Delhi NCR,The Hans,3,2022-05-05,Suite,6510.0,4,2,3,19530.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",1,19530.0,2022-05-06
95248,940,Surat,Ahmedabad,Fortune Landmark,4,2022-06-02,Suite,7617.0,3,1,2,15234.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",2,30468.0,2022-06-04
95249,940,Shimla,Thiruvananthapuram,Keys Select Hotel,3,2022-06-09,Deluxe,4033.0,3,3,3,12099.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",4,48396.0,2022-06-13
95254,940,Imphal,Coimbatore,Vivanta Coimbatore,5,2022-07-14,Suite,14482.0,1,1,1,14482.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,72410.0,2022-07-19
95255,940,Mysuru,Chennai,Green Park Hotel,3,2022-07-21,Executive,5776.0,1,2,1,5776.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,5776.0,2022-07-22
95258,940,Chandigarh,Imphal,Hotel Imphal,2,2022-08-11,Suite,4444.0,2,0,1,4444.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,17776.0,2022-08-15
95259,940,Kolkata,Gwalior,The Central Park,3,2022-08-18,Deluxe,3369.0,1,2,1,3369.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,13476.0,2022-08-22
95262,940,Guwahati,Prayagraj,Kanha Shyam Hotel,5,2022-09-08,Executive,12271.0,2,2,2,24542.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,171794.0,2022-09-15
95264,940,Indore,Visakhapatnam,Treebo Trend Seaesta RK Beach,3,2022-09-22,Suite,6549.0,3,1,2,13098.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",1,13098.0,2022-09-23
95272,940,Delhi NCR,Jamshedpur,Hotel Ganga Regency,3,2022-11-17,Deluxe,3602.0,3,2,3,10806.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,10806.0,2022-11-18
95278,940,Bengaluru,Coimbatore,Vivanta Coimbatore,5,2022-12-29,Executive,12552.0,2,3,2,25104.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,175728.0,2023-01-05
95283,940,Varanasi,Diu,Hotel Apaar,2,2023-02-02,Deluxe,3223.0,1,2,1,3223.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,9669.0,2023-02-05
95285,940,Chennai,Patna,Hotel Chanakya Inn,1,2023-02-16,Deluxe,1566.0,4,1,3,4698.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",3,14094.0,2023-02-19
95287,940,Delhi NCR,Kullu-Manali,The Himalayan,5,2023-03-02,Executive,12886.0,2,1,2,25772.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",4,103088.0,2023-03-06
95289,940,Mumbai,Ahmedabad,Hyatt Regency Ahmedabad,5,2023-03-16,Deluxe,9018.0,4,2,3,27054.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",5,135270.0,2023-03-21
95290,940,Patna,Bilaspur,Hotel Shree Shyam International,1,2023-03-23,Deluxe,1527.0,1,2,1,1527.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",5,7635.0,2023-03-28
95291,940,Prayagraj,Surat,Hotel Central Excellency,2,2023-03-30,Deluxe,2990.0,2,0,1,2990.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",4,11960.0,2023-04-03
95294,940,Gangtok,Udaipur,Hotel Dream Palace,1,2023-04-20,Suite,1684.0,1,1,1,1684.0,"['Wi-Fi', 'Parking', 'Housekeeping']",3,5052.0,2023-04-23
95298,940,Guwahati,Dabolim,Bogmallo Beach Resort,4,2023-05-18,Executive,6776.0,3,0,2,13552.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",5,67760.0,2023-05-23
95302,940,Chandigarh,Navi Mumbai,Four Points by Sheraton,5,2023-06-15,Deluxe,10528.0,2,3,2,21056.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,84224.0,2023-06-19
95303,940,Puri,Surat,Hotel Central Excellency,2,2023-06-22,Suite,4077.0,1,0,1,4077.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,16308.0,2023-06-26
95304,940,Dhubri,Ayodhya,Hotel Krishna Palace,2,2023-06-29,Deluxe,2866.0,3,2,3,8598.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",3,25794.0,2023-07-02
95314,941,Mumbai,Dabolim,Bogmallo Beach Resort,4,2019-11-14,Deluxe,5733.0,3,2,3,17199.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge', 'Sauna']",4,68796.0,2019-11-18
95316,941,Shillong,Varanasi,BrijRama Palace,5,2019-11-28,Suite,14126.0,1,1,1,14126.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,14126.0,2019-11-29
95318,941,Indore,Surat,Hotel Merit,1,2019-12-12,Suite,2182.0,3,2,3,6546.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",2,13092.0,2019-12-14
95319,941,Ludhiana,Hyderabad,Radisson Blu Plaza,4,2019-12-19,Executive,8546.0,1,1,1,8546.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,25638.0,2019-12-22
95323,941,Ahmedabad,Dabolim,Bogmallo Beach Resort,4,2020-01-16,Deluxe,5733.0,3,0,2,11466.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",3,34398.0,2020-01-19
95328,941,Varanasi,Kolkata,Hotel Emirates,1,2020-02-20,Suite,1917.0,2,1,2,3834.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",1,3834.0,2020-02-21
95329,941,Hisar,Dhubri,Hotel Executive Inn,3,2020-02-27,Suite,6882.0,3,3,3,20646.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,144522.0,2020-03-05
95337,941,Gangtok,Puducherry,Hotel Annamalai International,2,2020-04-23,Deluxe,2812.0,4,3,4,11248.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",6,67488.0,2020-04-29
95339,941,Kolkata,Vijayawada,Novotel Vijayawada Varun,5,2020-05-07,Suite,16104.0,3,3,3,48312.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",7,338184.0,2020-05-14
95344,941,Amritsar,Visakhapatnam,Hotel Akshaya,2,2020-06-11,Suite,3178.0,1,1,1,3178.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",3,9534.0,2020-06-14
95351,941,Diu,Bengaluru,The Leela Palace Bengaluru,5,2020-07-30,Suite,14211.0,1,0,1,14211.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,85266.0,2020-08-05
95354,941,Delhi NCR,Diu,Radhika Beach Resort,5,2020-08-20,Executive,13949.0,1,1,1,13949.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",6,83694.0,2020-08-26
95355,941,Gangtok,Bilaspur,Hotel East Park,2,2020-08-27,Suite,3736.0,3,0,2,7472.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,37360.0,2020-09-01
95357,941,Tirupati,Khowai,Hotel Royal Residency,3,2020-09-10,Executive,5457.0,4,0,2,10914.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,43656.0,2020-09-14
95363,941,Ranchi,Khowai,Hotel Royal Residency,3,2020-10-22,Suite,6297.0,2,2,2,12594.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,25188.0,2020-10-24
95365,941,Jaipur,Delhi NCR,The Hans,3,2020-11-05,Deluxe,4774.0,4,0,2,9548.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",2,19096.0,2020-11-07
95367,941,Gwalior,Amritsar,Hotel City Castle,1,2020-11-19,Suite,1850.0,3,0,2,3700.0,"['Wi-Fi', 'Parking', 'Housekeeping', 'Breakfast']",3,11100.0,2020-11-22
95368,941,Nashik,Vijayawada,Quality Hotel DV Manor,4,2020-11-26,Deluxe,6212.0,4,2,3,18636.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",7,130452.0,2020-12-03
95384,941,Kota,Coimbatore,Hotel The Arcadia,2,2021-03-18,Deluxe,2454.0,1,0,1,2454.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,12270.0,2021-03-23
95393,941,Kullu-Manali,Jaipur,Hotel Shikha,2,2021-05-20,Executive,3691.0,2,0,1,3691.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,25837.0,2021-05-27
95398,941,Pune,Chennai,ITC Grand Chola,5,2021-06-25,Deluxe,9063.0,4,3,4,36252.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,253764.0,2021-07-02
95399,941,Bhopal,Hisar,Hotel Saffron,4,2021-07-01,Suite,8928.0,4,1,3,26784.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",1,26784.0,2021-07-02
95403,941,Varanasi,Imphal,The Classic Hotel,3,2021-07-30,Executive,6163.0,1,0,1,6163.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms']",2,12326.0,2021-08-01
95405,941,Patna,Nashik,Ginger Nashik,5,2021-08-12,Suite,12290.0,1,0,1,12290.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",6,73740.0,2021-08-18
95407,941,Jamshedpur,Navi Mumbai,Royal Orchid Central Grazia,3,2021-08-26,Executive,5034.0,1,0,1,5034.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",2,10068.0,2021-08-28
95411,941,Diu,Guwahati,Hotel Atithi,2,2021-09-23,Executive,3088.0,4,0,2,6176.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",5,30880.0,2021-09-28
95412,941,Jamshedpur,Kullu-Manali,Hotel Piccadilly,3,2021-09-30,Suite,6876.0,4,1,3,20628.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",7,144396.0,2021-10-07
95416,941,Kolkata,Patna,Hotel Samrat International,2,2021-10-28,Suite,3711.0,3,1,2,7422.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",4,29688.0,2021-11-01
95418,941,Bhopal,Prayagraj,Hotel Harsh Ananda,3,2021-11-11,Suite,6483.0,4,2,3,19449.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",4,77796.0,2021-11-15
95419,941,Gwalior,Dehradun,Hotel Softel Plaza,2,2021-11-18,Deluxe,2317.0,1,1,1,2317.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,6951.0,2021-11-21
95421,941,Pune,Bengaluru,The Chancery Pavilion,4,2021-12-02,Suite,7976.0,2,0,1,7976.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,15952.0,2021-12-04
95426,941,Vijayawada,Shimla,"Wildflower Hall, An Oberoi Resort",5,2022-01-06,Deluxe,11001.0,4,1,3,33003.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,33003.0,2022-01-07
95427,941,Surat,Delhi NCR,The Leela Palace,5,2022-01-13,Suite,15939.0,2,2,2,31878.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",3,95634.0,2022-01-16
95434,941,Hyderabad,Puri,MAYFAIR Waves,4,2022-03-03,Deluxe,7665.0,2,1,2,15330.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,61320.0,2022-03-07
95436,941,Nashik,Jaipur,Hotel Kalyan,1,2022-03-17,Deluxe,1521.0,1,2,1,1521.0,"['Wi-Fi', 'Parking']",2,3042.0,2022-03-19
95446,941,Diu,Mopa,Hotel Hill Rock Suites,4,2022-05-27,Executive,7406.0,3,3,3,22218.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,66654.0,2022-05-30
95450,941,Surat,Hyderabad,Hotel Geetanjali,4,2022-06-23,Suite,8918.0,2,1,2,17836.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna']",1,17836.0,2022-06-24
95454,941,Amritsar,Bilaspur,Hotel Heavens Park,4,2022-07-21,Deluxe,6756.0,3,3,3,20268.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",5,101340.0,2022-07-26
95455,941,Dehradun,Chennai,The Accord Metropolitan,4,2022-07-28,Deluxe,6805.0,1,2,1,6805.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,34025.0,2022-08-02
95456,941,Bengaluru,Mopa,Hotel Hill Rock,1,2022-09-04,Suite,2450.0,1,0,1,2450.0,"['Wi-Fi', 'Parking', 'Breakfast']",2,4900.0,2022-09-06
95462,942,Dabolim,Hisar,Hotel Saffron,4,2019-10-24,Executive,7738.0,3,0,2,15476.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",6,92856.0,2019-10-30
95464,942,Pune,Jaipur,Hotel Kalyan,1,2019-11-07,Executive,1798.0,3,2,3,5394.0,"['Wi-Fi', 'Parking', 'Breakfast']",4,21576.0,2019-11-11
95467,942,Nashik,Ranchi,Radisson Blu Hotel Ranchi,4,2019-11-28,Deluxe,5757.0,3,2,3,17271.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",4,69084.0,2019-12-02
95468,942,Puri,Hyderabad,Taj Falaknuma Palace,5,2019-12-05,Executive,14009.0,2,2,2,28018.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",2,56036.0,2019-12-07
95469,942,Pune,Imphal,Hotel Yaiphaba,4,2019-12-12,Deluxe,7218.0,4,0,2,14436.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",7,101052.0,2019-12-19
95486,942,Hyderabad,Varanasi,BrijRama Palace,5,2020-05-09,Suite,14126.0,4,0,2,28252.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",7,197764.0,2020-05-16
95489,942,Ayodhya,Amritsar,Taj Swarna Amritsar,5,2020-04-30,Deluxe,10745.0,1,0,1,10745.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",2,21490.0,2020-05-02
95492,942,Shimla,Imphal,The Classic Hotel,3,2020-05-21,Suite,7112.0,4,1,3,21336.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",5,106680.0,2020-05-26
95493,942,Tirupati,Ahmedabad,Fortune Landmark,4,2020-05-28,Deluxe,5586.0,1,0,1,5586.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,27930.0,2020-06-02
95496,942,Varanasi,Mysuru,Country Inn & Suites,4,2020-06-18,Deluxe,7176.0,3,0,2,14352.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",1,14352.0,2020-06-19
95497,942,Itanagar,Dhubri,Hotel Highway,2,2020-06-25,Deluxe,2322.0,3,1,2,4644.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",6,27864.0,2020-07-01
95502,942,Amritsar,Bhopal,Taj Lakefront Bhopal,5,2020-07-30,Suite,15802.0,3,3,3,47406.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",6,284436.0,2020-08-05
95505,942,Pune,Dhubri,Hotel Executive Inn,3,2020-08-20,Executive,5964.0,1,0,1,5964.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",6,35784.0,2020-08-26
95511,942,Imphal,Mopa,Hotel Swarnam Deluxe,5,2020-11-01,Suite,13438.0,2,2,2,26876.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,53752.0,2020-11-03
95516,942,Bengaluru,Dehradun,Four Points by Sheraton,5,2020-11-05,Suite,14356.0,1,2,1,14356.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,100492.0,2020-11-12
95522,942,Chandigarh,Visakhapatnam,Treebo Trend Seaesta RK Beach,3,2020-12-17,Deluxe,4803.0,2,2,2,9606.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,9606.0,2020-12-18
95524,943,Mopa,Visakhapatnam,Novotel Visakhapatnam Varun Beach,5,2019-09-27,Suite,12072.0,2,1,2,24144.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,169008.0,2019-10-04
95525,943,Dhubri,Ranchi,Hotel Accord,2,2019-10-03,Deluxe,2445.0,3,0,2,4890.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry']",6,29340.0,2019-10-09
95527,943,Tirupati,Nashik,Express Inn,3,2019-10-17,Deluxe,5454.0,2,1,2,10908.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",5,54540.0,2019-10-22
95528,943,Bhubaneswar,Vijayawada,Innotel Hotel,2,2019-10-24,Deluxe,2870.0,1,2,1,2870.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",5,14350.0,2019-10-29
95530,943,Hisar,Mumbai,The Orchid Mumbai,4,2019-11-07,Deluxe,5805.0,4,3,4,23220.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",1,23220.0,2019-11-08
95532,943,Ayodhya,Shillong,Hotel Pegasus Crown,2,2019-11-21,Suite,3453.0,1,2,1,3453.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",5,17265.0,2019-11-26
95533,943,Patna,Tirupati,Fortune Select Grand Ridge,4,2019-11-28,Deluxe,6157.0,1,2,1,6157.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center', 'Rooftop Lounge']",2,12314.0,2019-11-30
95535,943,Imphal,Surat,The Grand Bhagwati,4,2019-12-12,Suite,9684.0,4,0,2,19368.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,58104.0,2019-12-15
95536,943,Guwahati,Chandigarh,Hotel Park Inn,1,2019-12-19,Deluxe,1980.0,3,1,2,3960.0,"['Wi-Fi', 'Parking']",7,27720.0,2019-12-26
95540,943,Hisar,Mumbai,The Taj Mahal Palace,5,2020-01-16,Deluxe,11754.0,1,1,1,11754.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,11754.0,2020-01-17
95542,943,Mopa,Vadodara,Hampton by Hilton Vadodara,3,2020-01-30,Suite,5878.0,4,3,4,23512.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",7,164584.0,2020-02-06
95545,943,Tirupati,Vadodara,Hotel Alpha,2,2020-02-20,Deluxe,2325.0,2,3,2,4650.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",2,9300.0,2020-02-22
95550,943,Vijayawada,Coimbatore,Le Meridien Coimbatore,4,2020-03-26,Executive,7487.0,1,0,1,7487.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",4,29948.0,2020-03-30
95551,943,Delhi NCR,Dabolim,Hotel Cliff,1,2020-04-02,Suite,1936.0,4,0,2,3872.0,"['Wi-Fi', 'Parking', 'Breakfast', 'Housekeeping']",4,15488.0,2020-04-06
95554,943,Hyderabad,Ahmedabad,Hotel Kamran Palace,1,2020-04-23,Suite,2703.0,1,1,1,2703.0,"['Wi-Fi', 'Parking']",7,18921.0,2020-04-30
95556,943,Navi Mumbai,Patna,Hotel Patliputra Exotica,3,2020-05-07,Deluxe,4281.0,2,0,1,4281.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",1,4281.0,2020-05-08
95560,943,Hisar,Mumbai,Hotel City Palace,2,2020-06-04,Deluxe,2831.0,4,0,2,5662.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",1,5662.0,2020-06-05
95564,943,Ahmedabad,Ayodhya,Hotel Ramprastha,5,2020-07-02,Suite,15592.0,4,3,4,62368.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,311840.0,2020-07-07
95569,943,Visakhapatnam,Thiruvananthapuram,Mascot Hotel,4,2020-08-06,Executive,7994.0,3,1,2,15988.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna']",6,95928.0,2020-08-12
95570,943,Hisar,Jaipur,Holiday Inn Jaipur City Centre,4,2020-08-13,Deluxe,5786.0,2,2,2,11572.0,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge']",3,34716.0,2020-08-16
