Location;Hotel;UserID;Title;Review;Rating;Value;Accessibility;Service;Room;Cleanliness;Sleep Quality
Sanur Denpasar Bali;Maya Sanur Resort & Spa;MarkLoxton;Fantastic;Our first visit to Bali, and we decided to stay away from the busy side of the island. Quite simply, the Maya is a stunning hotel and we loved it. We paid a little extra for a ground floor pool access room, and it was money well spent. I had the use of a 50m lap pool that runs the length of the building.( There are 3 of these pools.). The beach side main pool area is also great. The rooms are beautiful too. We particularly liked the Tree Bar for Happy Hour cocktails in the evening. I don't think I will look for anything else when we come back to Bali.;5;1;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;EmmaCarmel;Short stay at stunning resort;Absolutely loved our 2 night stay at the Maya Resort Sanur. The hotel is absolutely beautiful, modern and large with several pools and different areas to enjoy. Hotel is beach front and you can walk a short distance to restaurants and bars. Enjoyed happy hour at the tree bar for half priced cocktails and acoustic music and the breakfast buffet has a huge range.Also handy if you have a late flight out of Bali is the hotels departure lounge. It is an air-conditioned space with couches, a TV and showers available for your use after you have checked out.;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;AnaPhylaxis2014;Wonderful Oceanside Resort;"The Maya resort in Sanur is stunning. We loved our room with private balcony. The bathroom was gorgeous and about the size of our room and bathroom in Hong Kong. The room was spacious and light-filled, and very modern. We enjoyed breakfast at the Reef restaurant, sitting out on little ""islands"" in the pool, and the main pool was lovely, with shady areas you could retreat to. The beach itself is not the best in Sanur, however. It is very small and the hotel doesn't put out lounge chairs on the sand, probably because there is very little room there. However, you can sit on the pool deck above and gaze out to sea. The hotel also has bikes that you can borrow to take a ride on the very long boardwalk in Sanur. You can take them on the street as well, but the traffic makes that a…";5;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Marcella;Wow amazing!;we went 7 nights in November. From airport to the hotel is 20 min by car. The temperature in Bali vary from 25-32 degrees in this period. Sometimes it rains, but mostly after 6pm and during the night. Transfer from the airport is 325k rupiah if arranged by the hotel. Taxi is cheaper but not worth the hassle. Positive things will come first in this review, because this is a very good hotel. We had room 202 (on 2nd floor) for 7 nights. Close to the lobby/pool and restaurants. Room has all the amenities one needs for a comfortable stay. Room is big enough, interior looks up to date. Airco, balcony, safe, hot shower, closets, coffee/tea facility and free (reliable) wifi. There is a big pool and some rooms have their own swim up pool from the room and also the premises…;5;0;1;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Cintidoc;In the heart of Denpasar;Excellent location for beach goers, has a nice family friendly private beach. Clean large rooms with free WiFi and one can walk out to the street side and be at any of the several cafes and restaurants within walking distance. Lots of trinket shopping around;5;0;1;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Cele W;Excellent........;Maya Sanur is a quiet, peaceful and clean resort with excellent facilities. The design of this hotel is outstanding (one of the best in Bali) credit to the designers. The place is so peaceful and quiet. The beach is right at the hotel you just need to walk to it and enjoy the views of the Sanur beach. The room's ambience and furnishing is outstanding I would love to experience the space over and over again. Lovely resort will definitely come back.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Rizki K;Great experiences;We stayed for company outing at maya sanur resort and spa, and it was a great experiences... clean, neat and spacious room plus a very beautiful bathroom and a cozy balcony. Great diner at tree bar. We were having a great time!;5;0;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;gfchjfghfgjgfjgfh;True hospitality;"We would like to thank Juni for an amazing stay at Maya, Sanur. We bought a discounted upgrade to the lagoon access room (still costly but worth it). Juni put in a lot of effort to me sure our rooms we next to each other. She even called 2 days later to check on how we were doing. The rooms were really amazing and the hotel itself is neatly clean and stylish, but could use a little more ""cozyness"". The food was good, we recommend the japanese restaurant Kuu (one of the hotel restaurants). If i have to critisize: the lunch and breakfast staff made some errors here and there. But to be honest this is more of a general indonesian listening and language thing you find everywere in Indonesia.";5;1;0;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Uginoon;Great place to stay!;rooms are new and clean, overall a superb experience. Also a great place to rest and relax. Location is great, with access to the beach right at its doorstep. The pool was great, with comfy beds to rest and a great view of the sea. How relaxing.;5;0;1;0;1;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;david h;Probably 4½ stars;we had a couple of stays at this hotel in between travelling to different areas within the region. we stayed in the most 'basic' garden view room and also one of the pool suites. The rooms are generally very similar in size and are a good size without being too large. The view from the garden room was pretty basic and these rooms are about 120 metres from the main pool, bar and restaurant. Happy Hour at the bar was good value and the 'Tree bar' had a great view of the beach. The gym was quite good bur could do with a Concept2 rower but was hardly ever used. Overall the hotel is in the heart of Sanur with an abundance of restaurants to choose from.;4;1;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Hannah M;Beautiful property;I would have given this hotel an excellent but for the fact that the two nights we stayed I was woken in the night by thumping banging sounds, seemed related to the building and possible weather conditions. The place has a lovely feel to it, rooms super modern. Breakfast is great, pastries amazing. The pool is also very pretty and there is a lovely bar and decking area nearby where you can relax. Tried spa but the appointment was rushed and finished 30 minutes early, I did point this out and received the most excellent treatment the next day, so I was happy with that. Not sure if I would book in again though as sleep quality is important.;4;0;0;0;1;0;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;TrishB08;Wonderful hotel highly recommended;Just spent three beautiful days at the Maya. I loved the architecture - not traditional Balinese but calm and the greenery hanging from the balconies is spectacular. Rooms are spacious and very well appointed. I had the best sleep I can remember in many years on my first night there. The Tree Bar down by the pool and looking over the ocean is a great place to relax with a drink and is very well priced during happy hour (5-7). Breakfast has a wide selection of food and good coffee. I loved my stay here and would visit again for sure. This was my fist time staying in Sanur (usually stay in Canngu) and found it really pleasant - good shopping and no hassle. I thought this hotel was fabulous value for money.;5;1;0;0;1;0;1
Sanur Denpasar Bali;Maya Sanur Resort & Spa;alo6;Wonderful hotel in a quiet area;Like other reviewers have pointed out, this is a beautiful modern hotel with great service. The rooms are high tech with a sleek finish, but with local Balinese elements. Sleep quality is high because the hotel is in a quiet area. The rooms have all necessary amenities (including mosquito repellent) and are very clean with comfortable beds. Wifi works well. There are plenty of shops and restaurants in the area.;5;0;1;0;1;1;1
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Jodi113;Heaven;On arrival you feel like you've landed in paradise. Facilities were perfect and importantly very clean and immaculate. Thank you Maya for being so lovely to us and making us feel like we were with family!;5;0;0;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;Neil McArthur;Simply the Best!;Modern, exceptionally clean and very high quality 5* Hotel in a great location directly on the clean Beach (no hustlers), and in the centre of Sanur. Loads of independent Bars. Just perfect. Three top-class lovely restaurants, serving quality food at a reasonable prices, (not too expensive). Especially evening snacks in the Tree House overlooking the Ocean is wonderful. If you want quality & cleanliness in a relaxed idyllic environment, I would defiantly recommend the Maya as the best hotel in Sanur.;5;1;1;0;0;1;0
Sanur Denpasar Bali;Maya Sanur Resort & Spa;FredericSiebold;Beautiful resort in Sanur;Maya Sanur has a modern design. Some might say it looks lifeless but I liked all the corners and straight edges and colors. The resort is located right on the beach of Sanur. However, I preferred to swim and relax at the pool instead on the beach. There is one really long pool, connecting all the ground level rooms with the pool. That means direct pool access from your ground level room. I loved that! Another pool is located on the beach. Only a small wall and a little path separate the infinity pool with the beach. It is a really beautiful pool, perfect to relax and drink a cocktail from the bar next to it. Like the entire hotel, the rooms are really modern and well designed with a lot of glass. The rooms are big, luxurious…;5;0;1;0;1;0;0
