travelCode,userCode_x_x,name_x,place,days,hotel_perday,hotel_total,date_x,from,to,flightType,flight_cost,time,distance,agency,company,gender,age,pickupLocation,dropoffLocation,carType,rentalAgency,rentalDuration,price,totalDistance,fuelPolicy,bookingStatus,Total_car_price
98404,975,Hotel K,Salvador (BH),1,263.41,263.41,12/19/2019,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98407,975,Hotel BW,Campo Grande (MS),3,60.39,181.17,01/09/2020,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98408,975,Hotel BD,Natal (RN),2,242.88,485.76,01/16/2020,Florianopolis (SC),Natal (RN),firstClass,1385.49,1.84,709.37,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98410,975,Hotel AF,Sao Paulo (SP),2,139.1,278.2,01/30/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98414,975,Hotel AU,Recife (PE),3,312.83,938.49,02/27/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98417,975,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/19/2020,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98419,975,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/02/2020,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98421,975,Hotel BW,Campo Grande (MS),4,60.39,241.56,04/16/2020,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98422,975,Hotel BW,Campo Grande (MS),2,60.39,120.78,04/23/2020,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,none,27,Howellhaven,East Evan,Sedan,Enterprise,5.0,887.26,348.0,Prepaid,Pending,878.4
98428,975,Hotel K,Salvador (BH),3,263.41,790.23,06/04/2020,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98431,975,Hotel AF,Sao Paulo (SP),3,139.1,417.3,06/25/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98434,975,Hotel AF,Sao Paulo (SP),4,139.1,556.4,07/16/2020,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98437,975,Hotel Z,Aracaju (SE),4,208.04,832.16,08/06/2020,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98440,975,Hotel BW,Campo Grande (MS),3,60.39,181.17,08/27/2020,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98449,975,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/29/2020,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98452,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/19/2020,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,none,27,Daviston,Ellisburgh,Hatchback,Sixt,3.0,489.92,264.0,Prepaid,Confirmed,511.20000000000005
98452,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/19/2020,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,none,27,Floresshire,Stoneview,Luxury,Sixt,1.0,102.34,200.0,Prepaid,Pending,330.0
98453,975,Hotel BP,Brasilia (DF),3,247.62,742.86,11/26/2020,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98455,975,Hotel AU,Recife (PE),4,312.83,1251.32,12/10/2020,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98456,975,Hotel AF,Sao Paulo (SP),1,139.1,139.1,12/17/2020,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98459,975,Hotel BP,Brasilia (DF),2,247.62,495.24,01/07/2021,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98463,975,Hotel K,Salvador (BH),4,263.41,1053.64,02/04/2021,Florianopolis (SC),Salvador (BH),firstClass,1630.75,2.44,937.77,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98465,975,Hotel AF,Sao Paulo (SP),1,139.1,139.1,02/18/2021,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98472,975,Hotel BW,Campo Grande (MS),3,60.39,181.17,04/08/2021,Florianopolis (SC),Campo Grande (MS),economic,478.02,1.49,573.81,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98475,975,Hotel K,Salvador (BH),1,263.41,263.41,04/29/2021,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98479,975,Hotel AF,Sao Paulo (SP),3,139.1,417.3,05/27/2021,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98481,975,Hotel AU,Recife (PE),1,312.83,312.83,06/10/2021,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98484,975,Hotel AU,Recife (PE),4,312.83,1251.32,07/01/2021,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98485,975,Hotel AU,Recife (PE),4,312.83,1251.32,07/08/2021,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98486,975,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/15/2021,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98489,975,Hotel BD,Natal (RN),1,242.88,242.88,08/05/2021,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98496,975,Hotel AF,Sao Paulo (SP),2,139.1,278.2,09/23/2021,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98501,975,Hotel AF,Sao Paulo (SP),4,139.1,556.4,10/28/2021,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98502,975,Hotel BP,Brasilia (DF),2,247.62,495.24,11/04/2021,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98520,975,Hotel BP,Brasilia (DF),3,247.62,742.86,03/10/2022,Florianopolis (SC),Brasilia (DF),firstClass,1127.36,1.66,637.56,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98524,975,Hotel AU,Recife (PE),2,312.83,625.66,04/07/2022,Florianopolis (SC),Recife (PE),economic,695.3,1.76,676.53,Rainbow,Acme Factory,none,27,Kaylafort,Kristinside,Luxury,Hertz,1.0,140.33,297.0,Partial,Pending,407.6
98525,975,Hotel BP,Brasilia (DF),1,247.62,247.62,04/14/2022,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98533,975,Hotel BD,Natal (RN),3,242.88,728.64,06/09/2022,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,Acme Factory,none,27,Samanthamouth,West Timothyberg,Hatchback,Hertz,3.0,565.6,233.0,Partial,Confirmed,486.4
98536,975,Hotel BD,Natal (RN),2,242.88,485.76,06/30/2022,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98538,975,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,07/14/2022,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98548,975,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,09/22/2022,Florianopolis (SC),Rio de Janeiro (RJ),economic,317.08,1.21,466.3,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98550,975,Hotel Z,Aracaju (SE),1,208.04,208.04,10/06/2022,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98551,975,Hotel K,Salvador (BH),4,263.41,1053.64,10/13/2022,Florianopolis (SC),Salvador (BH),premium,1367.88,2.44,937.77,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98552,975,Hotel BD,Natal (RN),3,242.88,728.64,10/20/2022,Florianopolis (SC),Natal (RN),premium,1114.55,1.84,709.37,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98556,975,Hotel Z,Aracaju (SE),4,208.04,832.16,11/17/2022,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98557,975,Hotel BD,Natal (RN),3,242.88,728.64,11/24/2022,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98558,975,Hotel AU,Recife (PE),1,312.83,312.83,12/01/2022,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98563,975,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/05/2023,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98567,975,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,02/02/2023,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,585.77,1.21,466.3,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98569,975,Hotel BD,Natal (RN),2,242.88,485.76,02/16/2023,Florianopolis (SC),Natal (RN),economic,726.95,1.84,709.37,CloudFy,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98571,975,Hotel CB,Rio de Janeiro (RJ),4,165.99,663.96,03/02/2023,Florianopolis (SC),Rio de Janeiro (RJ),firstClass,549.55,1.21,466.3,Rainbow,Acme Factory,none,27,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98577,976,Hotel K,Salvador (BH),3,263.41,790.23,10/03/2019,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,female,62,Carterberg,Port Tabitha,SUV,Hertz,1.0,159.93,64.0,Partial,Pending,191.2
98593,976,Hotel BD,Natal (RN),1,242.88,242.88,01/23/2020,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,Acme Factory,female,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98603,976,Hotel BP,Brasilia (DF),4,247.62,990.48,04/02/2020,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,female,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98604,976,Hotel AF,Sao Paulo (SP),3,139.1,417.3,04/09/2020,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,Acme Factory,female,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98605,976,Hotel BP,Brasilia (DF),2,247.62,495.24,04/16/2020,Florianopolis (SC),Brasilia (DF),economic,636.51,1.66,637.56,CloudFy,Acme Factory,female,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98619,976,Hotel AU,Recife (PE),2,312.83,625.66,07/23/2020,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,female,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98620,976,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/30/2020,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,female,62,Port Barbaraport,Port Brittneybury,SUV,Avis,1.0,102.42,157.0,Partial,Confirmed,265.6
98622,976,Hotel BW,Campo Grande (MS),4,60.39,241.56,08/13/2020,Florianopolis (SC),Campo Grande (MS),firstClass,930.34,1.49,573.81,FlyingDrops,Acme Factory,female,62,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98624,977,Hotel K,Salvador (BH),3,263.41,790.23,10/03/2019,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98626,977,Hotel Z,Aracaju (SE),2,208.04,416.08,10/17/2019,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98630,977,Hotel BD,Natal (RN),1,242.88,242.88,11/14/2019,Florianopolis (SC),Natal (RN),firstClass,1315.27,1.84,709.37,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98634,977,Hotel Z,Aracaju (SE),4,208.04,832.16,12/12/2019,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98635,977,Hotel Z,Aracaju (SE),1,208.04,208.04,12/19/2019,Florianopolis (SC),Aracaju (SE),firstClass,1468.03,2.1,808.85,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98637,977,Hotel K,Salvador (BH),2,263.41,526.82,01/02/2020,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98638,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3,01/09/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,693.51,1.46,562.14,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98645,977,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,02/27/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98646,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3,03/05/2020,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98650,977,Hotel BD,Natal (RN),2,242.88,485.76,04/02/2020,Florianopolis (SC),Natal (RN),economic,780.68,1.84,709.37,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98653,977,Hotel K,Salvador (BH),2,263.41,526.82,04/23/2020,Florianopolis (SC),Salvador (BH),premium,1311.38,2.44,937.77,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98655,977,Hotel BW,Campo Grande (MS),4,60.39,241.56,05/07/2020,Florianopolis (SC),Campo Grande (MS),premium,697.65,1.49,573.81,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98657,977,Hotel AU,Recife (PE),4,312.83,1251.32,05/21/2020,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98658,977,Hotel AU,Recife (PE),3,312.83,938.49,05/28/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,none,58,North Brandontown,East Allison,Hatchback,Avis,4.0,515.09,180.0,Full-to-Full,Cancelled,544.0
98660,977,Hotel CB,Rio de Janeiro (RJ),2,165.99,331.98,06/11/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98661,977,Hotel BD,Natal (RN),3,242.88,728.64,06/18/2020,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98662,977,Hotel AF,Sao Paulo (SP),1,139.1,139.1,06/25/2020,Florianopolis (SC),Sao Paulo (SP),economic,427.0,1.46,562.14,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98665,977,Hotel AF,Sao Paulo (SP),1,139.1,139.1,07/16/2020,Florianopolis (SC),Sao Paulo (SP),premium,554.87,1.46,562.14,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98666,977,Hotel K,Salvador (BH),1,263.41,263.41,07/23/2020,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,none,58,East Todd,East Nathan,SUV,Avis,1.0,91.05,256.0,Prepaid,Cancelled,344.8
98674,977,Hotel BW,Campo Grande (MS),2,60.39,120.78,09/17/2020,Florianopolis (SC),Campo Grande (MS),economic,544.86,1.49,573.81,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98675,977,Hotel Z,Aracaju (SE),3,208.04,624.12,09/24/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98679,977,Hotel AU,Recife (PE),1,312.83,312.83,10/22/2020,Florianopolis (SC),Recife (PE),premium,1013.4,1.76,676.53,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98682,977,Hotel CB,Rio de Janeiro (RJ),3,165.99,497.97,11/12/2020,Florianopolis (SC),Rio de Janeiro (RJ),premium,481.42,1.21,466.3,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98683,977,Hotel BP,Brasilia (DF),4,247.62,990.48,11/19/2020,Florianopolis (SC),Brasilia (DF),firstClass,1087.18,1.66,637.56,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98684,977,Hotel Z,Aracaju (SE),1,208.04,208.04,11/26/2020,Florianopolis (SC),Aracaju (SE),economic,819.41,2.1,808.85,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98688,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/24/2020,Florianopolis (SC),Sao Paulo (SP),firstClass,738.8,1.46,562.14,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98689,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3,12/31/2020,Florianopolis (SC),Sao Paulo (SP),premium,577.76,1.46,562.14,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98691,977,Hotel Z,Aracaju (SE),3,208.04,624.12,01/14/2021,Florianopolis (SC),Aracaju (SE),premium,1248.7,2.1,808.85,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98693,977,Hotel AF,Sao Paulo (SP),4,139.1,556.4,01/28/2021,Florianopolis (SC),Sao Paulo (SP),economic,426.91,1.46,562.14,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98695,977,Hotel Z,Aracaju (SE),4,208.04,832.16,02/11/2021,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98699,977,Hotel Z,Aracaju (SE),2,208.04,416.08,03/11/2021,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,58,Reedfurt,North Benjaminside,Luxury,Enterprise,1.0,156.06,456.0,Full-to-Full,Cancelled,534.8
98701,977,Hotel K,Salvador (BH),4,263.41,1053.64,03/25/2021,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98703,977,Hotel BD,Natal (RN),3,242.88,728.64,04/08/2021,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98706,977,Hotel BP,Brasilia (DF),2,247.62,495.24,04/29/2021,Florianopolis (SC),Brasilia (DF),premium,885.37,1.66,637.56,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98707,977,Hotel Z,Aracaju (SE),1,208.04,208.04,05/06/2021,Florianopolis (SC),Aracaju (SE),premium,1149.53,2.1,808.85,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98712,977,Hotel BP,Brasilia (DF),2,247.62,495.24,06/10/2021,Florianopolis (SC),Brasilia (DF),premium,814.55,1.66,637.56,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98713,977,Hotel CB,Rio de Janeiro (RJ),1,165.99,165.99,06/17/2021,Florianopolis (SC),Rio de Janeiro (RJ),economic,313.62,1.21,466.3,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98714,977,Hotel BW,Campo Grande (MS),1,60.39,60.39,06/24/2021,Florianopolis (SC),Campo Grande (MS),firstClass,949.58,1.49,573.81,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98715,977,Hotel Z,Aracaju (SE),2,208.04,416.08,07/01/2021,Florianopolis (SC),Aracaju (SE),economic,879.1,2.1,808.85,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98717,977,Hotel BP,Brasilia (DF),3,247.62,742.86,07/15/2021,Florianopolis (SC),Brasilia (DF),firstClass,1097.17,1.66,637.56,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98719,977,Hotel BW,Campo Grande (MS),1,60.39,60.39,07/29/2021,Florianopolis (SC),Campo Grande (MS),firstClass,857.32,1.49,573.81,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98725,977,Hotel AU,Recife (PE),2,312.83,625.66,09/09/2021,Florianopolis (SC),Recife (PE),economic,674.52,1.76,676.53,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98729,977,Hotel BD,Natal (RN),4,242.88,971.52,10/07/2021,Florianopolis (SC),Natal (RN),firstClass,1348.79,1.84,709.37,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98731,977,Hotel AU,Recife (PE),2,312.83,625.66,10/21/2021,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98737,977,Hotel AU,Recife (PE),2,312.83,625.66,12/02/2021,Florianopolis (SC),Recife (PE),premium,918.66,1.76,676.53,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98739,977,Hotel AU,Recife (PE),3,312.83,938.49,12/16/2021,Florianopolis (SC),Recife (PE),firstClass,1292.29,1.76,676.53,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98740,977,Hotel K,Salvador (BH),3,263.41,790.23,12/23/2021,Florianopolis (SC),Salvador (BH),economic,915.02,2.44,937.77,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98741,977,Hotel K,Salvador (BH),2,263.41,526.82,12/30/2021,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98743,977,Hotel K,Salvador (BH),4,263.41,1053.64,01/13/2022,Florianopolis (SC),Salvador (BH),economic,898.67,2.44,937.77,CloudFy,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98744,977,Hotel Z,Aracaju (SE),4,208.04,832.16,01/20/2022,Florianopolis (SC),Aracaju (SE),firstClass,1582.1,2.1,808.85,Rainbow,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
98748,977,Hotel AF,Sao Paulo (SP),3,139.1,417.3,02/17/2022,Florianopolis (SC),Sao Paulo (SP),firstClass,762.89,1.46,562.14,FlyingDrops,Acme Factory,none,58,,,Not rented,None,0.0,0.0,0.0,None,Not Booked,0.0
